Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2017,Orange,FL,Passenger,1,1,2,142,144,1.39
March 31 2020,Wilson,TX,Passenger,0,1,1,8,9,11.11
August 31 2023,Maricopa,AZ,Passenger,14,6,20,810,830,2.41
March 31 2022,Anne Arundel,MD,Passenger,3,1,4,368,372,1.08
October 31 2019,Kittitas,WA,Truck,0,0,0,14619,14619,0.00
January 31 2019,Kitsap,WA,Passenger,980,546,1526,179885,181411,0.84
January 31 2023,Kootenai,ID,Passenger,0,2,2,164,166,1.20
February 28 2023,Prince George's,MD,Passenger,3,1,4,141,145,2.76
July 31 2017,Saratoga,NY,Passenger,1,1,2,73,75,2.67
January 31 2021,Essex,MA,Passenger,1,0,1,19,20,5.00
March 31 2020,Queens,NY,Passenger,1,0,1,54,55,1.82
September 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
June 30 2022,Pend Oreille,WA,Truck,0,0,0,5659,5659,0.00
June 30 2017,Lewis,WA,Passenger,51,36,87,55551,55638,0.16
September 30 2019,Kittitas,WA,Truck,0,0,0,14568,14568,0.00
April 30 2022,Kitsap,WA,Truck,1,0,1,53722,53723,0.00
January 31 2019,Skamania,WA,Passenger,18,15,33,8733,8766,0.38
December 31 2018,Stevens,WA,Truck,0,0,0,18754,18754,0.00
January 31 2023,San Mateo,CA,Passenger,1,0,1,86,87,1.15
January 31 2021,Lincoln,WA,Passenger,6,12,18,7625,7643,0.24
June 30 2018,Okaloosa,FL,Passenger,1,0,1,173,174,0.57
May 31 2024,Denton,TX,Passenger,1,0,1,40,41,2.44
March 31 2020,Orange,NC,Passenger,1,0,1,14,15,6.67
November 30 2023,Currituck,NC,Passenger,1,0,1,18,19,5.26
July 31 2021,Pierce,WA,Passenger,3624,2006,5630,558783,564413,1.00
June 30 2019,Oklahoma,OK,Passenger,0,1,1,137,138,0.72
June 30 2021,Newport,RI,Passenger,0,1,1,78,79,1.27
August 31 2024,Whatcom,WA,Truck,126,0,126,42057,42183,0.30
December 31 2022,King,WA,Truck,386,2,388,178078,178466,0.22
June 30 2019,Columbia,WA,Truck,0,0,0,1532,1532,0.00
May 31 2023,Richland,SC,Passenger,0,1,1,115,116,0.86
July 31 2023,Asotin,WA,Passenger,37,23,60,12327,12387,0.48
July 31 2022,Frederick,MD,Passenger,1,0,1,62,63,1.59
December 31 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
March 31 2024,Berkeley,SC,Passenger,2,1,3,94,97,3.09
April 30 2021,Tulsa,OK,Passenger,1,0,1,54,55,1.82
May 31 2021,Morris,NJ,Passenger,1,0,1,12,13,7.69
October 31 2022,Plaquemines,LA,Passenger,1,1,2,21,23,8.70
July 31 2019,Maricopa,AZ,Passenger,8,6,14,1650,1664,0.84
May 31 2019,Clackamas,OR,Passenger,1,1,2,226,228,0.88
February 28 2021,Asotin,WA,Passenger,17,14,31,12470,12501,0.25
September 30 2019,Essex,MA,Passenger,1,0,1,26,27,3.70
September 30 2022,Charles,MD,Passenger,1,1,2,55,57,3.51
February 29 2024,Pulaski,AR,Passenger,1,0,1,22,23,4.35
September 30 2021,Pennington,SD,Passenger,1,0,1,34,35,2.86
October 31 2018,Montgomery,MD,Passenger,1,0,1,289,290,0.34
February 28 2021,St. Mary's,MD,Passenger,1,0,1,215,216,0.46
September 30 2021,Escambia,FL,Passenger,0,1,1,150,151,0.66
July 31 2023,Honolulu,HI,Passenger,4,3,7,322,329,2.13
April 30 2023,Kootenai,ID,Passenger,0,2,2,152,154,1.30
October 31 2024,Portsmouth,VA,Passenger,0,1,1,50,51,1.96
May 31 2023,Douglas,NE,Passenger,2,1,3,35,38,7.89
July 31 2020,Dallas,TX,Passenger,1,0,1,204,205,0.49
June 30 2024,Doña Ana,NM,Passenger,1,0,1,12,13,7.69
May 31 2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67
June 30 2021,Pinellas,FL,Passenger,0,1,1,109,110,0.91
October 31 2022,,,Passenger,4,1,5,297,302,1.66
November 30 2017,King,WA,Truck,7,1,8,185450,185458,0.00
December 31 2021,Snohomish,WA,Truck,2,0,2,125357,125359,0.00
May 31 2021,Whitman,WA,Passenger,60,44,104,21977,22081,0.47
May 31 2023,Stafford,VA,Passenger,2,1,3,83,86,3.49
March 31 2020,Contra Costa,CA,Passenger,3,2,5,322,327,1.53
June 30 2024,Grant,WA,Passenger,442,193,635,67737,68372,0.93
September 30 2019,San Juan,WA,Truck,0,0,0,5915,5915,0.00
July 31 2019,Pacific,WA,Passenger,24,30,54,16021,16075,0.34
February 28 2023,Middlesex,NJ,Passenger,1,0,1,23,24,4.17
September 30 2020,Williamson,TX,Passenger,0,2,2,149,151,1.32
February 28 2017,Cobb,GA,Passenger,0,1,1,83,84,1.19
September 30 2024,Virginia Beach,VA,Truck,1,0,1,94,95,1.05
October 31 2024,Arlington,VA,Passenger,1,0,1,103,104,0.96
April 30 2022,Galveston,TX,Passenger,0,1,1,22,23,4.35
October 31 2021,Shelby,OH,Passenger,0,1,1,4,5,20.00
November 30 2019,Botetourt,VA,Passenger,1,0,1,0,1,100.00
February 29 2020,Grays Harbor,WA,Truck,0,0,0,20802,20802,0.00
March 31 2020,Grays Harbor,WA,Passenger,107,107,214,48315,48529,0.44
June 30 2023,Ventura,CA,Passenger,2,3,5,240,245,2.04
January 31 2017,Wahkiakum,WA,Passenger,0,1,1,2861,2862,0.03
May 31 2022,Kern,CA,Passenger,0,1,1,199,200,0.50
August 31 2019,Pinellas,FL,Passenger,1,1,2,129,131,1.53
July 31 2021,Hudson,NJ,Passenger,1,0,1,43,44,2.27
November 30 2023,Northampton,PA,Passenger,1,0,1,30,31,3.23
March 31 2022,Franklin,OH,Passenger,1,0,1,68,69,1.45
August 31 2018,Cameron,TX,Passenger,1,0,1,31,32,3.12
March 31 2024,Ventura,CA,Passenger,3,3,6,209,215,2.79
March 31 2022,Spokane,WA,Passenger,1435,790,2225,325218,327443,0.68
January 31 2017,Salt Lake,UT,Passenger,1,1,2,361,363,0.55
September 30 2019,Arlington,VA,Passenger,0,2,2,160,162,1.23
September 30 2020,Douglas,WA,Passenger,80,45,125,28031,28156,0.44
February 29 2020,Lincoln,WA,Truck,0,0,0,4654,4654,0.00
October 31 2017,Montgomery,MD,Passenger,1,0,1,310,311,0.32
March 31 2024,Anchorage,AK,Passenger,1,0,1,92,93,1.08
December 31 2020,Essex,MA,Passenger,1,0,1,18,19,5.26
September 30 2020,New York,NY,Passenger,2,0,2,64,66,3.03
June 30 2018,Cochise,AZ,Passenger,0,1,1,117,118,0.85
January 31 2019,Cochise,AZ,Passenger,0,1,1,116,117,0.85
September 30 2024,Laramie,WY,Passenger,1,0,1,23,24,4.17
October 31 2020,Douglas,WA,Passenger,81,43,124,28060,28184,0.44
March 31 2024,Pierce,WA,Truck,273,0,273,133778,134051,0.20
December 31 2017,Salt Lake,UT,Passenger,1,0,1,244,245,0.41
October 31 2022,Yakima,WA,Truck,5,0,5,61185,61190,0.01
May 31 2018,Lincoln,WA,Passenger,2,7,9,7640,7649,0.12
January 31 2017,Klickitat,WA,Passenger,20,22,42,14797,14839,0.28
September 30 2017,Okanogan,WA,Truck,0,0,0,16231,16231,0.00
July 31 2023,Maricopa,AZ,Passenger,16,6,22,837,859,2.56
September 30 2024,Prince George's,MD,Passenger,3,1,4,100,104,3.85
June 30 2024,Leavenworth,KS,Passenger,2,1,3,67,70,4.29
October 31 2022,Lake,FL,Passenger,1,0,1,22,23,4.35
October 31 2022,Boulder,CO,Passenger,2,0,2,45,47,4.26
July 31 2022,Kauai,HI,Passenger,1,0,1,18,19,5.26
May 31 2024,Cascade,MT,Passenger,0,1,1,26,27,3.70
January 31 2020,Spokane,WA,Passenger,684,460,1144,316563,317707,0.36
March 31 2018,Salt Lake,UT,Passenger,1,0,1,239,240,0.42
November 30 2022,New London,CT,Passenger,2,3,5,196,201,2.49
April 30 2023,Suffolk,VA,Passenger,1,0,1,114,115,0.87
October 31 2024,San Diego,CA,Truck,1,0,1,358,359,0.28
June 30 2024,Hardin,KY,Passenger,1,0,1,60,61,1.64
November 30 2024,Autauga,AL,Passenger,1,1,2,7,9,22.22
July 31 2019,Asotin,WA,Truck,0,0,0,6660,6660,0.00
June 30 2022,Cowlitz,WA,Passenger,331,172,503,70640,71143,0.71
March 31 2018,Spokane,WA,Truck,1,0,1,91881,91882,0.00
September 30 2022,Duval,FL,Passenger,1,2,3,296,299,1.00
June 30 2024,Pima,AZ,Passenger,1,0,1,163,164,0.61
August 31 2022,Hennepin,MN,Passenger,1,0,1,62,63,1.59
January 31 2020,Penobscot,ME,Passenger,0,2,2,15,17,11.76
March 31 2017,Tulare,CA,Passenger,1,0,1,195,196,0.51
March 31 2018,Hawaii,HI,Passenger,1,0,1,82,83,1.20
October 31 2024,Shelby,TN,Passenger,1,1,2,45,47,4.26
November 30 2023,Washoe,NV,Passenger,2,0,2,52,54,3.70
August 31 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2020,New London,CT,Passenger,1,1,2,235,237,0.84
December 31 2021,Garfield,WA,Truck,0,0,0,999,999,0.00
May 31 2023,Spokane,WA,Passenger,2220,1050,3270,321734,325004,1.01
September 30 2024,Marion,IN,Passenger,1,0,1,20,21,4.76
May 31 2017,Moore,NC,Passenger,0,1,1,201,202,0.50
June 30 2020,Greene,MO,Passenger,0,1,1,37,38,2.63
December 31 2018,Boulder,CO,Passenger,1,0,1,53,54,1.85
July 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
June 30 2024,Pulaski,AR,Passenger,1,0,1,21,22,4.55
February 28 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
December 31 2020,Lane,OR,Passenger,0,1,1,153,154,0.65
December 31 2022,Pend Oreille,WA,Passenger,21,13,34,8928,8962,0.38
September 30 2020,Jefferson,WA,Truck,0,0,0,9539,9539,0.00
October 31 2024,Multnomah,OR,Passenger,1,1,2,329,331,0.60
April 30 2023,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
September 30 2019,Pinellas,FL,Passenger,1,1,2,124,126,1.59
September 30 2018,Denver,CO,Passenger,1,0,1,140,141,0.71
June 30 2022,Flathead,MT,Passenger,1,0,1,40,41,2.44
October 31 2024,Washoe,NV,Passenger,3,0,3,35,38,7.89
July 31 2022,St. Lawrence,NY,Passenger,1,0,1,6,7,14.29
March 31 2023,Columbia,OR,Passenger,1,0,1,14,15,6.67
February 28 2021,Oldham,KY,Passenger,0,1,1,5,6,16.67
January 31 2019,Cameron,TX,Passenger,1,0,1,35,36,2.78
May 31 2018,San Juan,WA,Truck,0,0,0,5700,5700,0.00
May 31 2021,Clark,NV,Passenger,6,3,9,688,697,1.29
July 31 2021,Riverside,CA,Passenger,6,0,6,586,592,1.01
March 31 2019,Virginia Beach,VA,Passenger,1,1,2,692,694,0.29
January 31 2022,Honolulu,HI,Passenger,4,5,9,416,425,2.12
August 31 2017,Lewis,WA,Passenger,55,40,95,55800,55895,0.17
July 31 2021,King,WA,Passenger,31453,9315,40768,1365555,1406323,2.90
December 31 2022,Meade,KY,Passenger,1,0,1,21,22,4.55
June 30 2020,Thurston,WA,Passenger,1137,731,1868,196704,198572,0.94
November 30 2020,Orange,CA,Passenger,5,3,8,490,498,1.61
January 31 2024,Pacific,WA,Passenger,98,100,198,15537,15735,1.26
April 30 2018,Lewis,WA,Truck,0,0,0,25310,25310,0.00
October 31 2024,Klickitat,WA,Truck,23,0,23,8137,8160,0.28
October 31 2023,Grant,WA,Passenger,347,153,500,67275,67775,0.74
February 28 2017,Snohomish,WA,Passenger,1604,824,2428,513941,516369,0.47
June 30 2019,Columbia,WA,Passenger,2,2,4,2451,2455,0.16
November 30 2021,Norfolk,VA,Passenger,2,3,5,310,315,1.59
August 31 2019,Ada,ID,Passenger,0,2,2,327,329,0.61
May 31 2018,Clay,FL,Passenger,0,1,1,93,94,1.06
September 30 2020,Harford,MD,Passenger,0,1,1,62,63,1.59
February 29 2024,Sonoma,CA,Passenger,2,1,3,64,67,4.48
August 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
July 31 2022,Currituck,NC,Passenger,1,0,1,22,23,4.35
September 30 2024,Washtenaw,MI,Passenger,0,2,2,15,17,11.76
December 31 2019,Flathead,MT,Passenger,1,0,1,73,74,1.35
August 31 2023,San Juan,WA,Truck,15,0,15,5925,5940,0.25
September 30 2022,Deschutes,OR,Passenger,2,0,2,100,102,1.96
June 30 2017,Thurston,WA,Passenger,397,335,732,186560,187292,0.39
October 31 2017,Maui,HI,Passenger,1,0,1,69,70,1.43
August 31 2023,Kings,CA,Passenger,5,2,7,268,275,2.55
March 31 2022,Flathead,MT,Passenger,2,0,2,47,49,4.08
July 31 2024,Horry,SC,Passenger,1,0,1,4,5,20.00
February 28 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
September 30 2017,Asotin,WA,Truck,0,0,0,6504,6504,0.00
June 30 2018,Riverside,CA,Passenger,2,2,4,717,721,0.55
February 28 2023,Jefferson,WA,Passenger,507,243,750,24236,24986,3.00
May 31 2022,Norfolk,VA,Passenger,2,3,5,292,297,1.68
August 31 2019,Island,WA,Passenger,334,244,578,63371,63949,0.90
March 31 2024,Pacific,WA,Passenger,103,104,207,15522,15729,1.32
March 31 2019,Salt Lake,UT,Passenger,1,0,1,223,224,0.45
January 31 2022,Escambia,FL,Passenger,0,1,1,149,150,0.67
December 31 2018,Pinal,AZ,Passenger,2,0,2,214,216,0.93
August 31 2019,Grant,WA,Passenger,45,59,104,65154,65258,0.16
August 31 2017,Klickitat,WA,Passenger,22,24,46,14787,14833,0.31
April 30 2018,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
July 31 2019,Tulsa,OK,Passenger,1,0,1,56,57,1.75
December 31 2023,El Dorado,CA,Passenger,2,0,2,19,21,9.52
April 30 2024,Santa Barbara,CA,Passenger,1,0,1,59,60,1.67
January 31 2019,Sangamon,IL,Passenger,1,0,1,8,9,11.11
July 31 2024,Gwinnett,GA,Passenger,1,0,1,40,41,2.44
July 31 2017,Pacific,WA,Passenger,10,9,19,15189,15208,0.12
December 31 2018,Lincoln,WA,Truck,0,0,0,4636,4636,0.00
July 31 2019,Ferry,WA,Truck,0,0,0,3580,3580,0.00
June 30 2021,Honolulu,HI,Passenger,5,3,8,454,462,1.73
March 31 2022,Stafford,VA,Passenger,2,1,3,98,101,2.97
February 28 2022,Essex,MA,Passenger,1,0,1,20,21,4.76
February 29 2024,Meade,KY,Passenger,1,0,1,16,17,5.88
December 31 2023,Alameda,CA,Passenger,6,2,8,167,175,4.57
February 28 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
June 30 2021,Garfield,WA,Truck,0,0,0,996,996,0.00
February 28 2022,Mason,WA,Passenger,277,159,436,47676,48112,0.91
June 30 2021,San Juan,WA,Passenger,427,135,562,14246,14808,3.80
August 31 2020,Chelan,WA,Truck,0,0,0,22658,22658,0.00
October 31 2017,Moore,NC,Passenger,0,1,1,200,201,0.50
November 30 2019,Contra Costa,CA,Passenger,3,2,5,346,351,1.42
May 31 2023,Portsmouth,VA,Passenger,0,1,1,60,61,1.64
February 28 2021,San Mateo,CA,Passenger,2,1,3,124,127,2.36
July 31 2024,Williamson,TN,Passenger,0,1,1,7,8,12.50
January 31 2017,Kittitas,WA,Passenger,15,16,31,27149,27180,0.11
December 31 2022,Arapahoe,CO,Passenger,0,1,1,91,92,1.09
December 31 2022,Chelan,WA,Passenger,535,141,676,54178,54854,1.23
March 31 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
July 31 2021,Lewis,WA,Passenger,164,146,310,59611,59921,0.52
June 30 2017,Adams,WA,Truck,0,0,0,5106,5106,0.00
March 31 2023,Howard,MD,Passenger,0,2,2,62,64,3.12
November 30 2019,Orange,FL,Passenger,1,0,1,160,161,0.62
May 31 2022,Monterey,CA,Passenger,0,3,3,148,151,1.99
November 30 2023,Harnett,NC,Passenger,4,1,5,142,147,3.40
August 31 2024,Lane,OR,Passenger,0,1,1,55,56,1.79
November 30 2019,Henrico,VA,Passenger,0,1,1,21,22,4.55
March 31 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
November 30 2021,Rockdale,GA,Passenger,1,0,1,7,8,12.50
November 30 2017,Shelby,TN,Passenger,0,1,1,106,107,0.93
April 30 2023,Grant,WA,Truck,10,0,10,27964,27974,0.04
August 31 2022,Skamania,WA,Truck,0,0,0,3898,3898,0.00
October 31 2019,Whatcom,WA,Truck,2,0,2,43078,43080,0.00
August 31 2022,Alameda,CA,Passenger,8,2,10,209,219,4.57
September 30 2018,Morris,NJ,Passenger,1,0,1,16,17,5.88
November 30 2024,New Haven,CT,Passenger,2,2,4,18,22,18.18
March 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20.00
November 30 2023,Skagit,WA,Truck,30,0,30,31697,31727,0.09
October 31 2021,Douglas,WA,Passenger,103,51,154,28563,28717,0.54
May 31 2019,Travis,TX,Passenger,4,1,5,217,222,2.25
August 31 2020,Grays Harbor,WA,Passenger,111,114,225,48343,48568,0.46
March 31 2018,Pend Oreille,WA,Truck,0,0,0,5660,5660,0.00
December 31 2017,Skamania,WA,Passenger,10,7,17,8586,8603,0.20
September 30 2023,Columbia,WA,Passenger,12,0,12,2428,2440,0.49
February 29 2020,Ada,ID,Passenger,0,1,1,312,313,0.32
March 31 2019,Kitsap,WA,Truck,1,0,1,53729,53730,0.00
April 30 2021,Nassau,NY,Passenger,5,0,5,35,40,12.50
January 31 2023,New London,CT,Passenger,2,3,5,195,200,2.50
November 30 2024,Washtenaw,MI,Passenger,0,2,2,14,16,12.50
February 28 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
July 31 2023,Harrison,MS,Passenger,1,0,1,40,41,2.44
January 31 2021,Polk,FL,Passenger,1,0,1,72,73,1.37
September 30 2024,Meade,KY,Passenger,1,0,1,17,18,5.56
October 31 2021,Cameron,TX,Passenger,1,0,1,25,26,3.85
June 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2023,San Juan,WA,Passenger,596,175,771,13817,14588,5.29
November 30 2023,Kootenai,ID,Passenger,0,2,2,122,124,1.61
July 31 2020,Clallam,WA,Passenger,236,165,401,50037,50438,0.80
September 30 2021,Lake,IL,Passenger,2,0,2,169,171,1.17
January 31 2020,San Juan,WA,Truck,0,0,0,5926,5926,0.00
July 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
November 30 2021,San Luis Obispo,CA,Passenger,1,0,1,65,66,1.52
August 31 2022,Flathead,MT,Passenger,1,0,1,38,39,2.56
November 30 2021,Pulaski,MO,Passenger,2,0,2,127,129,1.55
December 31 2017,Hamilton,TN,Passenger,1,0,1,23,24,4.17
August 31 2021,Franklin,OH,Passenger,1,0,1,73,74,1.35
July 31 2018,Cameron,TX,Passenger,1,0,1,31,32,3.12
October 31 2023,Kootenai,ID,Passenger,0,2,2,126,128,1.56
February 28 2019,Deschutes,OR,Passenger,3,0,3,176,179,1.68
July 31 2023,Norfolk,VA,Passenger,2,2,4,277,281,1.42
January 31 2018,Island,WA,Passenger,159,167,326,61784,62110,0.52
February 28 2019,El Paso,TX,Passenger,2,0,2,492,494,0.40
January 31 2019,Saratoga,NY,Passenger,1,0,1,59,60,1.67
March 31 2019,DeKalb,GA,Passenger,1,0,1,84,85,1.18
April 30 2024,Kings,NY,Passenger,2,0,2,33,35,5.71
July 31 2021,Philadelphia,PA,Passenger,1,0,1,53,54,1.85
October 31 2017,Island,WA,Truck,0,0,0,20587,20587,0.00
February 29 2024,Lewis,WA,Truck,14,0,14,25721,25735,0.05
February 29 2020,Arlington,VA,Passenger,0,2,2,161,163,1.23
August 31 2023,Lewis,WA,Truck,8,0,8,25850,25858,0.03
February 28 2017,Chelan,WA,Passenger,55,29,84,51758,51842,0.16
May 31 2024,Otero,NM,Passenger,0,1,1,21,22,4.55
June 30 2023,Calvert,MD,Passenger,1,1,2,76,78,2.56
July 31 2023,Calvert,MD,Passenger,1,1,2,76,78,2.56
September 30 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
February 28 2023,Newport News,VA,Passenger,1,0,1,111,112,0.89
March 31 2024,Yuba,CA,Passenger,1,0,1,47,48,2.08
April 30 2023,Franklin,WA,Truck,4,0,4,20846,20850,0.02
December 31 2020,Fairfax,VA,Passenger,5,2,7,724,731,0.96
March 31 2024,Norfolk,VA,Passenger,0,1,1,244,245,0.41
October 31 2019,Skamania,WA,Truck,0,0,0,4100,4100,0.00
March 31 2021,Richland,SC,Passenger,0,1,1,141,142,0.70
June 30 2021,Lake,IN,Passenger,0,1,1,11,12,8.33
December 31 2020,Albemarle,VA,Passenger,1,0,1,24,25,4.00
December 31 2022,Hanover,VA,Passenger,1,0,1,3,4,25.00
June 30 2023,Richmond,GA,Passenger,0,1,1,63,64,1.56
May 31 2021,Chelan,WA,Truck,0,0,0,23080,23080,0.00
November 30 2024,Stevens,WA,Truck,9,0,9,18009,18018,0.05
July 31 2022,Jefferson,WA,Truck,3,0,3,9448,9451,0.03
September 30 2024,Pend Oreille,WA,Passenger,46,20,66,8528,8594,0.77
September 30 2021,Los Angeles,CA,Passenger,6,8,14,928,942,1.49
June 30 2024,Maricopa,AZ,Passenger,14,3,17,608,625,2.72
March 31 2019,Pend Oreille,WA,Truck,0,0,0,5722,5722,0.00
March 31 2017,Mason,WA,Truck,0,0,0,19220,19220,0.00
June 30 2020,DuPage,IL,Passenger,4,0,4,64,68,5.88
July 31 2018,Prince William,VA,Passenger,0,5,5,261,266,1.88
April 30 2022,Collin,TX,Passenger,4,0,4,112,116,3.45
July 31 2021,Tom Green,TX,Passenger,0,1,1,22,23,4.35
June 30 2018,Pend Oreille,WA,Passenger,5,5,10,9548,9558,0.10
July 31 2024,Grays Harbor,WA,Truck,25,0,25,20677,20702,0.12
October 31 2019,Jefferson,WA,Passenger,210,126,336,25141,25477,1.32
August 31 2021,Skagit,WA,Truck,1,0,1,32944,32945,0.00
January 31 2022,New York,NY,Passenger,2,0,2,46,48,4.17
December 31 2023,Virginia Beach,VA,Passenger,4,3,7,458,465,1.51
June 30 2020,Jefferson,WA,Truck,0,0,0,9532,9532,0.00
October 31 2020,Denver,CO,Passenger,1,0,1,118,119,0.84
September 30 2021,Cameron,TX,Passenger,1,0,1,24,25,4.00
May 31 2018,Mercer,NJ,Passenger,0,1,1,18,19,5.26
May 31 2023,Spotsylvania,VA,Passenger,1,0,1,28,29,3.45
July 31 2023,Chatham,NC,Passenger,1,0,1,5,6,16.67
February 29 2024,San Juan,WA,Passenger,708,205,913,13654,14567,6.27
April 30 2019,Allegheny,PA,Passenger,1,0,1,92,93,1.08
April 30 2020,Loudoun,VA,Passenger,1,0,1,90,91,1.10
April 30 2024,Skamania,WA,Truck,3,0,3,3841,3844,0.08
March 31 2023,Douglas,NE,Passenger,3,1,4,35,39,10.26
December 31 2022,Goochland,VA,Passenger,2,2,4,119,123,3.25
July 31 2019,Dakota,MN,Passenger,0,1,1,36,37,2.70
September 30 2023,Chesterfield,VA,Passenger,1,0,1,39,40,2.50
May 31 2023,Henrico,VA,Passenger,0,1,1,16,17,5.88
June 30 2023,Sarpy,NE,Passenger,1,0,1,62,63,1.59
July 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
October 31 2019,Pima,AZ,Passenger,2,1,3,414,417,0.72
December 31 2023,Fairfax,VA,Passenger,13,7,20,577,597,3.35
November 30 2019,Skagit,WA,Passenger,348,209,557,92542,93099,0.60
April 30 2019,King,WA,Truck,5,1,6,181746,181752,0.00
September 30 2017,Grays Harbor,WA,Truck,0,0,0,19970,19970,0.00
September 30 2023,Allen,IN,Passenger,1,0,1,10,11,9.09
April 30 2020,Deschutes,OR,Passenger,4,0,4,156,160,2.50
November 30 2023,Sacramento,CA,Passenger,3,1,4,169,173,2.31
January 31 2022,Douglas,CO,Passenger,0,1,1,89,90,1.11
May 31 2024,Allegheny,PA,Passenger,4,0,4,52,56,7.14
May 31 2021,Orange,NC,Passenger,1,0,1,12,13,7.69
October 31 2024,Spokane,WA,Truck,155,0,155,99735,99890,0.16
April 30 2019,Franklin,WA,Truck,0,0,0,19207,19207,0.00
September 30 2017,Sacramento,CA,Passenger,1,1,2,346,348,0.57
September 30 2019,Collin,TX,Passenger,2,1,3,146,149,2.01
July 31 2020,San Juan,WA,Passenger,309,94,403,13949,14352,2.81
January 31 2022,Suffolk,MA,Passenger,0,2,2,30,32,6.25
May 31 2018,Orleans,LA,Passenger,0,1,1,45,46,2.17
May 31 2024,Kauai,HI,Passenger,0,1,1,14,15,6.67
May 31 2019,Santa Cruz,CA,Passenger,1,0,1,42,43,2.33
August 31 2022,Plaquemines,LA,Passenger,1,1,2,21,23,8.70
January 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2019,Arlington,VA,Passenger,1,2,3,169,172,1.74
February 28 2019,Columbia,WA,Passenger,2,2,4,2431,2435,0.16
August 31 2023,Kitsap,WA,Passenger,3452,1350,4802,175136,179938,2.67
January 31 2023,Lincoln,WA,Passenger,14,19,33,7749,7782,0.42
December 31 2021,Whitman,WA,Truck,0,0,0,8552,8552,0.00
March 31 2022,El Paso,TX,Passenger,4,0,4,379,383,1.04
April 30 2021,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
October 31 2020,Kootenai,ID,Passenger,0,1,1,224,225,0.44
January 31 2017,Fulton,GA,Passenger,1,2,3,135,138,2.17
February 28 2022,Gwinnett,GA,Passenger,1,0,1,66,67,1.49
October 31 2017,Manatee,FL,Passenger,1,0,1,44,45,2.22
November 30 2024,San Mateo,CA,Passenger,3,0,3,45,48,6.25
November 30 2024,Jackson,MS,Passenger,1,0,1,17,18,5.56
July 31 2020,Valencia,NM,Passenger,1,0,1,9,10,10.00
June 30 2021,Eagle,CO,Passenger,1,0,1,8,9,11.11
February 28 2022,Wilson,NC,Passenger,1,0,1,1,2,50.00
September 30 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2018,Santa Clara,CA,Passenger,8,1,9,385,394,2.28
April 30 2022,Yakima,WA,Passenger,318,183,501,167255,167756,0.30
January 31 2019,Jefferson,WA,Truck,0,0,0,9615,9615,0.00
March 31 2017,Adams,WA,Passenger,2,4,6,12105,12111,0.05
October 31 2017,Orange,CA,Passenger,3,1,4,624,628,0.64
February 28 2017,Grays Harbor,WA,Passenger,27,24,51,44245,44296,0.12
April 30 2021,Grant,WA,Truck,0,0,0,27861,27861,0.00
April 30 2018,Orange,FL,Passenger,2,1,3,172,175,1.71
January 31 2024,Okaloosa,FL,Passenger,0,2,2,84,86,2.33
November 30 2023,Beaufort,SC,Passenger,1,0,1,29,30,3.33
August 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
February 28 2019,Eagle,CO,Passenger,1,0,1,5,6,16.67
November 30 2023,Cowlitz,WA,Truck,13,0,13,27976,27989,0.05
September 30 2023,Salt Lake,UT,Passenger,4,1,5,126,131,3.82
May 31 2018,Kitsap,WA,Passenger,781,445,1226,177863,179089,0.68
June 30 2024,Stevens,WA,Truck,6,0,6,18716,18722,0.03
June 30 2022,Skamania,WA,Passenger,73,47,120,8183,8303,1.45
December 31 2017,Island,WA,Truck,0,0,0,20741,20741,0.00
February 28 2021,Benton,WA,Truck,0,0,0,43366,43366,0.00
April 30 2019,Clallam,WA,Passenger,160,128,288,50453,50741,0.57
June 30 2018,Pend Oreille,WA,Truck,0,0,0,5685,5685,0.00
December 31 2021,Okanogan,WA,Passenger,68,45,113,26563,26676,0.42
